brand,name,image,web_url
Amazing Grass,Supergreens Powder,https://media.fooducate.com/products/images/180x180/5B4B6FC0-4CA7-4650-4659-9ACDA1982732-8821.jpeg,https://www.fooducate.com/product/Amazing-Grass-Supergreens-Powder/5B4B6FC0-51E7-8109-4175-9AED9705E4B3
Better BodyFoods,Organic Cacao Superfood Powder,https://media.fooducate.com/products/images/180x180/5D879C27-D687-C357-44A9-BD8843DE9B00-9612.jpeg,https://www.fooducate.com/product/Better-BodyFoods-Organic-Cacao-Superfood-Powder/57E6BFDA-5650-16E5-4CEC-8D48B34D9C0E
Better BodyFoods,Organic Cacao Superfood Powder,https://media.fooducate.com/products/images/180x180/5D879C27-D687-C357-44A9-BD8843DE9B00-9612.jpeg,https://www.fooducate.com/product/Better-BodyFoods-Organic-Cacao-Superfood-Powder/57E6BFDA-5650-16E5-4CEC-8D48B34D9C0E
Viva,Cacao Powder,https://media.fooducate.com/products/images/180x180/59454BB4-59CC-5DFC-46DA-A298B1FF7E44-3464.jpeg,https://www.fooducate.com/product/Viva-Cacao-Powder/553F6FB4-2560-485E-4E01-9A850D91B46D
Organifi,"Green Juice, Gently Dried Superfood Powder",https://media.fooducate.com/products/images/180x180/55412C92-722F-FA14-446F-B77A693B2052-2207.jpeg,https://www.fooducate.com/product/Organifi-Green-Juice-Gently-Dried-Superfood-Powder/55412C91-1A93-E072-40BF-A44753B3726D
Navitas Naturals,"Raw Chocolate Nibs, Certified Organic",https://media.fooducate.com/products/images/180x180/510C4DAD-C925-9E24-4B6F-A0C57DBCF2F4-1882.jpeg,https://www.fooducate.com/product/Navitas-Naturals-Raw-Chocolate-Nibs-Certified-Organic/CE49D7B8-E117-11DF-A102-FEFD45A4D471
Your Super.Com,Super Green,https://media.fooducate.com/products/images/180x180/5CB3B688-DEA9-17E1-47AC-8774C720E717-3828.jpeg,https://www.fooducate.com/product/Your-Super-Com-Super-Green/5C8D8E7C-B138-DF65-42BF-BFA897026A8A
Carrington Farms,Matcha Tea Powder,https://media.fooducate.com/products/images/180x180/5DA39E27-D84D-768D-41B8-B63A69F733D6-8937.jpeg,https://www.fooducate.com/product/Carrington-Farms-Matcha-Tea-Powder/5968B7E4-BC4A-12E3-45FE-A9A60C9C7096
Navitas Naturals,Organic Acai Powder,https://media.fooducate.com/products/images/180x180/5D8169AC-F415-0A45-4E70-8A3B811329A4-6331.jpeg,https://www.fooducate.com/product/Navitas-Naturals-Organic-Acai-Powder/EB71916E-F5BF-11E1-83D2-1231381BA074
Navitas,"Lucuma Powder, Incan Superfood",https://media.fooducate.com/products/images/180x180/52810EC2-D379-2AC6-4F41-A8A0B428E15F-8716.jpeg,https://www.fooducate.com/product/Navitas-Lucuma-Powder-Incan-Superfood/52810EC1-88F1-2CFF-457E-93300978FFFA
Navitas Naturals,Cacoa Powder,https://media.fooducate.com/products/images/180x180/572E897E-197E-4B3C-4054-855662E44D9C-2972.jpeg,https://www.fooducate.com/product/Navitas-Naturals-Cacoa-Powder/572E897E-5229-9151-4E9A-B21E01821C32
Anthony's,Maca Root Powder,https://media.fooducate.com/products/images/180x180/5A026473-A13E-D215-486F-AFF07CD943AA-3914.jpeg,https://www.fooducate.com/product/Anthony-s-Maca-Root-Powder/5A026472-A709-086F-442C-9C5B894E5CBD
Trader Joe's,Maca Powder,https://media.fooducate.com/products/images/180x180/59A9E41D-111E-2E86-4E6C-A18A97057FE0-3750.jpeg,https://www.fooducate.com/product/Trader-Joe-s-Maca-Powder/59A8D25D-B2D0-72D2-4933-B82F53B4BA69
Trader Joe's,Maca Powder,https://media.fooducate.com/products/images/180x180/59A9E41D-111E-2E86-4E6C-A18A97057FE0-3750.jpeg,https://www.fooducate.com/product/Trader-Joe-s-Maca-Powder/59A8D25D-B2D0-72D2-4933-B82F53B4BA69
Vega,"Energizing Smoothie, Oh Natural",https://media.fooducate.com/products/images/180x180/516E33BF-17C1-FFD1-49B6-9B055DA22DC5-5460.jpeg,https://www.fooducate.com/product/Vega-Energizing-Smoothie-Oh-Natural/471E25E0-8AB2-11E2-9B11-1231381A4CEA
Navitas Naturals,Raw Maca Powder,https://media.fooducate.com/products/images/180x180/5366656F-F8BD-960B-40A6-BE3283B02141-1996.jpeg,https://www.fooducate.com/product/Navitas-Naturals-Raw-Maca-Powder/CE49B346-E117-11DF-A102-FEFD45A4D471
Navitas Naturals,"Maca Powder, Incan Superfood",https://media.fooducate.com/products/images/180x180/55243D27-A184-9E0F-4A0A-917262FF633F-4200.jpeg,https://www.fooducate.com/product/Navitas-Naturals-Maca-Powder-Incan-Superfood/5408FEA9-FD3A-8882-4CFC-A82C224CC201
Navitas Naturals,Wheat Grass,https://media.fooducate.com/products/images/180x180/51A3649A-274E-4F02-4E5A-9405B7819032-1004.jpeg,https://www.fooducate.com/product/Navitas-Naturals-Wheat-Grass/52B08B54-A93F-11E2-9B11-1231381A4CEA
"Orgain, Organic Superfoods","Nutrition Powder, Berry Flavor",https://media.fooducate.com/products/images/180x180/5752FD5C-BB00-178E-4648-8ED17683053A-4642.jpeg,https://www.fooducate.com/product/Orgain-Organic-Superfoods-Nutrition-Powder-Berry-Flavor/5752FD5C-D586-71C7-4D18-A9FEEBC10C10
Orgain,"Superfoods, All In One Super Nutrition, Original",https://media.fooducate.com/products/images/180x180/5D55785F-1B47-6F20-4BC5-8D33261BB562-1241.jpeg,https://www.fooducate.com/product/Orgain-Superfoods-All-In-One-Super-Nutrition-Original/5768BBC9-D871-1EFB-4B9A-8C9FEF9E0877
Whole Foods,Spirulina,https://media.fooducate.com/products/images/180x180/5845762C-92F6-C948-4A98-9B5896113659-6825.jpeg,https://www.fooducate.com/product/Whole-Foods-Spirulina/5845762C-7822-842E-4DC3-BB4C274A501A
Sunfood,"Super Foods, Raw Maca Powder",https://media.fooducate.com/products/images/180x180/51EF5C62-D0B3-AF84-4B29-B27674F1E38D-3132.jpeg,https://www.fooducate.com/product/Sunfood-Super-Foods-Raw-Maca-Powder/40F7E6A2-D83B-11E2-A48E-1E047F2017A1
Amazing Grass,Green Superfood Drink Mix,https://media.fooducate.com/products/images/180x180/5DCEB362-6EF4-E4C9-4A84-8A17BBD015DF-3812.jpeg,https://www.fooducate.com/product/Amazing-Grass-Green-Superfood-Drink-Mix/B9F3C40A-5987-11E2-AD7C-1231381A4CEA
Viva,Cacao Nibs,https://media.fooducate.com/products/images/180x180/594A6F02-DA9E-D7A1-422F-A3741549729C-7909.jpeg,https://www.fooducate.com/product/Viva-Cacao-Nibs/594A6F02-CA6A-34B7-49C9-A0C84C77A388
